Lokalita,Slovenský názov,Latinský názov,Lokalita_druh,Lat,Lon,Početnosť,"Min, Hg (mg/kg SH)","Max, Hg (mg/kg SH)2","Min, THQ","Max, THQ2","Min, MSCQ (g/osoba/deň)","Max, MSCQ (g/osoba/deň)2",Hgmin-max (mg/kg SH),THQmin-max,MSCQmin-max (g/osoba/deň ČH),Link,Foto
Pezinok_kalvária,Hríb zrnitohľúbikový,Neoboletus luridiformis,Pezinok_kalvária: Hríb zrnitohľúbikový,"48,302966","17,238764",6,"0,110573","1,038853","0,007233","0,067955","202,146021","1 899,197815","0,111 - 1,039","0,007 - 0,068","202,1 - 1899,2",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Pezinská Baba,Hríb zrnitohľúbikový,Neoboletus luridiformis,Pezinská Baba: Hríb zrnitohľúbikový,"48,356022","17,218552",7,"0,105405","0,910014","0,006895","0,059527","230,765681","1 992,315355","0,105 - 0,91","0,007 - 0,06","230,8 - 1992,3",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Pitelová_nad Kečkou,Hríb zrnitohľúbikový,Neoboletus luridiformis,Pitelová_nad Kečkou: Hríb zrnitohľúbikový,"48,618097","18,913429",7,"0,083004","0,687338","0,005430","0,044961","305,526539","2 529,998554","0,083 - 0,687","0,005 - 0,045","305,5 - 2530",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Podháj - Podstráne,Hríb zrnitohľúbikový,Neoboletus luridiformis,Podháj - Podstráne: Hríb zrnitohľúbikový,"49,083730","18,866088",8,"0,130941","0,688846","0,008565","0,045060","304,857690","1 603,775746","0,131 - 0,689","0,009 - 0,045","304,9 - 1603,8",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Podholie - Žakýlske pleso,Hríb zrnitohľúbikový,Neoboletus luridiformis,Podholie - Žakýlske pleso: Hríb zrnitohľúbikový,"48,522195","18,927565",8,"0,120711","0,797931","0,007896","0,052196","263,180651","1 739,692323","0,121 - 0,798","0,008 - 0,052","263,2 - 1739,7",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Polgrúň,Hríb zrnitohľúbikový,Neoboletus luridiformis,Polgrúň: Hríb zrnitohľúbikový,"49,438327","18,672630",5,"0,465761","2,285180","0,030467","0,149482","91,896481","450,875020","0,466 - 2,285","0,03 - 0,149","91,9 - 450,9",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Prečín,Hríb zrnitohľúbikový,Neoboletus luridiformis,Prečín: Hríb zrnitohľúbikový,"49,089713","18,505132",1,"0,460976","0,460976","0,030154","0,030154","455,555170","455,555170","0,461 - 0,461","0,03 - 0,03","455,6 - 455,6",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Raková - Krížkovci,Hríb zrnitohľúbikový,Neoboletus luridiformis,Raková - Krížkovci: Hríb zrnitohľúbikový,"49,486958","18,686910",2,"0,325698","1,215487","0,021305","0,079510","172,770256","644,769081","0,326 - 1,215","0,021 - 0,08","172,8 - 644,8",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Raková_Krížkovci,Hríb zrnitohľúbikový,Neoboletus luridiformis,Raková_Krížkovci: Hríb zrnitohľúbikový,"49,486958","18,686910",2,"0,652403","1,685866","0,042676","0,110279","124,565060","321,886932","0,652 - 1,686","0,043 - 0,11","124,6 - 321,9",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Rudnianska Lehota - pod Brezou,Hríb zrnitohľúbikový,Neoboletus luridiformis,Rudnianska Lehota - pod Brezou: Hríb zrnitohľúbikový,"48,814070","18,451421",1,"2,881000","2,881000","0,188457","0,188457","72,891357","72,891357","2,881 - 2,881","0,188 - 0,188","72,9 - 72,9",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Skýcov_3,Hríb zrnitohľúbikový,Neoboletus luridiformis,Skýcov_3: Hríb zrnitohľúbikový,"48,540928","18,444937",1,"2,374086","2,374086","0,155298","0,155298","88,455094","88,455094","2,374 - 2,374","0,155 - 0,155","88,5 - 88,5",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Smolenice,Hríb zrnitohľúbikový,Neoboletus luridiformis,Smolenice: Hríb zrnitohľúbikový,"48,513050","17,419500",5,"0,157886","0,522591","0,010328","0,034185","401,843889","1 330,073597","0,158 - 0,523","0,01 - 0,034","401,8 - 1330,1",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Snina_Štefkovo,Hríb zrnitohľúbikový,Neoboletus luridiformis,Snina_Štefkovo: Hríb zrnitohľúbikový,"48,962551","22,188816",6,"0,365928","0,593338","0,023937","0,038812","353,929801","573,883387","0,366 - 0,593","0,024 - 0,039","353,9 - 573,9",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Suchý vrch_vlek,Hríb zrnitohľúbikový,Neoboletus luridiformis,Suchý vrch_vlek: Hríb zrnitohľúbikový,"48,721770","19,062270",7,"0,063371","0,512900","0,004145","0,033551","409,436537","3 313,818624","0,063 - 0,513","0,004 - 0,034","409,4 - 3313,8",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Svarín,Hríb zrnitohľúbikový,Neoboletus luridiformis,Svarín: Hríb zrnitohľúbikový,"49,014426","19,858130",2,"1,245774","1,576798","0,081491","0,103144","133,181295","168,569901","1,246 - 1,577","0,081 - 0,103","133,2 - 168,6",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Svätý Kríž - Lazisko,Hríb zrnitohľúbikový,Neoboletus luridiformis,Svätý Kríž - Lazisko: Hríb zrnitohľúbikový,"49,028804","19,534174",3,"0,254407","0,567333","0,016642","0,037111","370,152979","825,448985","0,254 - 0,567","0,017 - 0,037","370,2 - 825,4",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Šachtička,Hríb zrnitohľúbikový,Neoboletus luridiformis,Šachtička: Hríb zrnitohľúbikový,"48,803309","19,150328",8,"0,217420","0,932506","0,014222","0,060999","225,199623","965,872505","0,217 - 0,933","0,014 - 0,061","225,2 - 965,9",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Šášovské Podhradie_hrad,Hríb zrnitohľúbikový,Neoboletus luridiformis,Šášovské Podhradie_hrad: Hríb zrnitohľúbikový,"48,579320","18,908380",1,"0,351678","0,351678","0,023005","0,023005","597,137154","597,137154","0,352 - 0,352","0,023 - 0,023","597,1 - 597,1",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Špania Dolina,Hríb zrnitohľúbikový,Neoboletus luridiformis,Špania Dolina: Hríb zrnitohľúbikový,"48,805515","19,137534",6,"0,322857","1,722082","0,021119","0,112648","121,945413","650,442766","0,323 - 1,722","0,021 - 0,113","121,9 - 650,4",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Štefanská Huta - Uhliská,Hríb zrnitohľúbikový,Neoboletus luridiformis,Štefanská Huta - Uhliská: Hríb zrnitohľúbikový,"48,911434","20,940786",1,"5,378235","5,378235","0,351810","0,351810","39,046267","39,046267","5,378 - 5,378","0,352 - 0,352",39 - 39,https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Štiavnické Bane,Hríb zrnitohľúbikový,Neoboletus luridiformis,Štiavnické Bane: Hríb zrnitohľúbikový,"48,434850","18,851320",2,"0,160573","0,363344","0,010504","0,023768","577,964684","1 307,816383","0,161 - 0,363","0,011 - 0,024","578 - 1307,8",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Štiavnik_ráztoka,Hríb zrnitohľúbikový,Neoboletus luridiformis,Štiavnik_ráztoka: Hríb zrnitohľúbikový,"49,311500","18,413620",3,"1,145715","1,816405","0,074945","0,118818","115,612983","183,291656","1,146 - 1,816","0,075 - 0,119","115,6 - 183,3",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Tajov,Hríb zrnitohľúbikový,Neoboletus luridiformis,Tajov: Hríb zrnitohľúbikový,"48,761910","19,044377",10,"0,144245","0,587670","0,009436","0,038442","357,343407","1 455,856356","0,144 - 0,588","0,009 - 0,038","357,3 - 1455,9",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Valčianska dolina - Lázky,Hríb zrnitohľúbikový,Neoboletus luridiformis,Valčianska dolina - Lázky: Hríb zrnitohľúbikový,"49,025983","18,782387",9,"0,158310","1,065917","0,010356","0,069726","197,013464","1 326,511275","0,158 - 1,066","0,01 - 0,07","197 - 1326,5",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Veľká Franková_Hanušovské sedlo,Hríb zrnitohľúbikový,Neoboletus luridiformis,Veľká Franková_Hanušovské sedlo: Hríb zrnitohľúbikový,"49,330043","20,314907",3,"0,826762","3,273633","0,054082","0,214141","64,148913","254,002966","0,827 - 3,274","0,054 - 0,214","64,1 - 254",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Veľké Uherce,Hríb zrnitohľúbikový,Neoboletus luridiformis,Veľké Uherce: Hríb zrnitohľúbikový,"48,562655","18,450170",1,"0,631000","0,631000","0,041276","0,041276","332,805071","332,805071","0,631 - 0,631","0,041 - 0,041","332,8 - 332,8",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Vyšné Ružbachy,Hríb zrnitohľúbikový,Neoboletus luridiformis,Vyšné Ružbachy: Hríb zrnitohľúbikový,"49,308792","20,555516",7,"0,450417","1,616099","0,029463","0,105715","129,942535","466,234623","0,45 - 1,616","0,029 - 0,106","129,9 - 466,2",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Vyšňové_Holý diel,Hríb zrnitohľúbikový,Neoboletus luridiformis,Vyšňové_Holý diel: Hríb zrnitohľúbikový,"49,144968","18,804850",11,"0,389157","2,126812","0,025456","0,139123","98,739334","539,627965","0,389 - 2,127","0,025 - 0,139","98,7 - 539,6",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Zochova chata_observatórium,Hríb zrnitohľúbikový,Neoboletus luridiformis,Zochova chata_observatórium: Hríb zrnitohľúbikový,"48,375000","17,273500",11,"0,301703","1,304812","0,019736","0,085353","160,942726","696,048763","0,302 - 1,305","0,02 - 0,085","160,9 - 696",https://www.nahuby.sk/atlas-hub/Sutorius-luridiformis/hrib-zrnitohlubikovy/hrib-kovar/ID145,
Podháj - Podstráne,Hríbnik zamatový,Xerocomellus pruinatus,Podháj - Podstráne: Hríbnik zamatový,"49,083730","18,866088",3,"0,208027","0,746710","0,013608","0,048845","281,233678","1 009,484346","0,208 - 0,747","0,014 - 0,049","281,2 - 1009,5",https://www.nahuby.sk/atlas-hub/Xerocomellus-pruinatus/suchohribnik-zamatovy/suchohrib-sametovy/ID680,
Bachledova dolina_vlek,Kozák brezový,Leccinum scabrum,Bachledova dolina_vlek: Kozák brezový,"49,268745","20,312682",1,"0,282004","0,282004","0,018447","0,018447","744,670288","744,670288","0,282 - 0,282","0,018 - 0,018","744,7 - 744,7",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Detvianska Huta - Komárno,Kozák brezový,Leccinum scabrum,Detvianska Huta - Komárno: Kozák brezový,"48,582204","19,601596",1,"0,402424","0,402424","0,026324","0,026324","521,837664","521,837664","0,402 - 0,402","0,026 - 0,026","521,8 - 521,8",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Divina - Hucerovci,Kozák brezový,Leccinum scabrum,Divina - Hucerovci: Kozák brezový,"49,287750","18,691570",1,"1,127725","1,127725","0,073769","0,073769","186,215611","186,215611","1,128 - 1,128","0,074 - 0,074","186,2 - 186,2",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Dobrá Niva - Gavurky,Kozák brezový,Leccinum scabrum,Dobrá Niva - Gavurky: Kozák brezový,"48,462100","19,131750",1,"0,584960","0,584960","0,038264","0,038264","358,998906","358,998906","0,585 - 0,585","0,038 - 0,038",359 - 359,https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Drozdovo_SKI,Kozák brezový,Leccinum scabrum,Drozdovo_SKI: Kozák brezový,"48,425666","18,550507",2,"0,250011","0,486329","0,016354","0,031813","431,806452","839,963042","0,25 - 0,486","0,016 - 0,032","431,8 - 840",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Dubodiel - Hrabovka,Kozák brezový,Leccinum scabrum,Dubodiel - Hrabovka: Kozák brezový,"48,747488","18,107321",3,"0,482181","0,565984","0,031541","0,037023","371,035224","435,521101","0,482 - 0,566","0,032 - 0,037","371 - 435,5",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Heľpa - Brestinka,Kozák brezový,Leccinum scabrum,Heľpa - Brestinka: Kozák brezový,"48,839015","19,970191",1,"0,991370","0,991370","0,064849","0,064849","211,828076","211,828076","0,991 - 0,991","0,065 - 0,065","211,8 - 211,8",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Holčíkovce_vodná nádrž,Kozák brezový,Leccinum scabrum,Holčíkovce_vodná nádrž: Kozák brezový,"49,025640","21,709350",1,"0,246734","0,246734","0,016140","0,016140","851,119019","851,119019","0,247 - 0,247","0,016 - 0,016","851,1 - 851,1",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Hronec,Kozák brezový,Leccinum scabrum,Hronec: Kozák brezový,"48,796520","19,568420",11,"0,300615","1,297627","0,019664","0,084883","161,833871","698,567936","0,301 - 1,298","0,02 - 0,085","161,8 - 698,6",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Huty_koliba,Kozák brezový,Leccinum scabrum,Huty_koliba: Kozák brezový,"49,211120","19,574220",3,"0,409245","4,462306","0,026770","0,291896","47,060869","513,140051","0,409 - 4,462","0,027 - 0,292","47,1 - 513,1",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Jelenec,Kozák brezový,Leccinum scabrum,Jelenec: Kozák brezový,"48,410870","18,205250",3,"0,432111","0,565965","0,028266","0,037022","371,047680","485,986240","0,432 - 0,566","0,028 - 0,037",371 - 486,https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Jelšava_hrad,Kozák brezový,Leccinum scabrum,Jelšava_hrad: Kozák brezový,"48,636360","20,204490",1,"0,120342","0,120342","0,007872","0,007872","1 745,026674","1 745,026674","0,12 - 0,12","0,008 - 0,008",1745 - 1745,https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Jelšava-Lubeník_Chyžné,Kozák brezový,Leccinum scabrum,Jelšava-Lubeník_Chyžné: Kozák brezový,"48,689240","20,213920",1,"0,118000","0,118000","0,007719","0,007719","1 779,661017","1 779,661017","0,118 - 0,118","0,008 - 0,008","1779,7 - 1779,7",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Klokočov,Kozák brezový,Leccinum scabrum,Klokočov: Kozák brezový,"49,473231","18,622356",1,"0,382058","0,382058","0,024992","0,024992","549,654765","549,654765","0,382 - 0,382","0,025 - 0,025","549,7 - 549,7",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Klubina - Klubinský dvor,Kozák brezový,Leccinum scabrum,Klubina - Klubinský dvor: Kozák brezový,"49,388687","18,962734",1,"0,421563","0,421563","0,027576","0,027576","498,146185","498,146185","0,422 - 0,422","0,028 - 0,028","498,1 - 498,1",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
Kostoľany pod Tribečom,Kozák brezový,Leccinum scabrum,Kostoľany pod Tribečom: Kozák brezový,"48,425230","18,207770",2,"0,308595","0,311330","0,020186","0,020365","674,525423","680,503573","0,309 - 0,311","0,02 - 0,02","674,5 - 680,5",https://www.nahuby.sk/atlas-hub/Leccinum-scabrum/kozak-brezovy/kozak-brezovy/ID206,
